agent,group,model,fit_AS,Unnamed: 0,id,fit_DB,fit_VS,fit_SG,r2,lambda,beta,tau,par
2,26,AS,893.5000053437861,7680,40,400.49506602495046,421.90624328184913,409.36882716653577,0.14569465843418586,1.0624918167141302,0.29905093534379346,0.058529626411336994,
2,26,DB,893.5000053437861,7680,40,400.49506602495046,421.90624328184913,409.36882716653577,0.14522264982591704,1.622103573483746,0.15606350314509806,0.09182955515219705,0.21428570000000002
2,26,VS,893.5000053437861,7680,40,400.49506602495046,421.90624328184913,409.36882716653577,0.16263833897918464,4.0224842660849935,0.006737946999085468,0.15610350448004764,0.116
2,26,SG,893.5000053437861,7680,40,400.49506602495046,421.90624328184913,409.36882716653577,0.16375735882876993,2.6368846461589026,0.10717128249818247,0.10266587768417065,15.116657925825391
3,26,AS,275.66529396768,8160,41,282.0849909084263,271.2417832519896,279.0673452507805,-0.6634751962772144,1.358142270762581,0.018799776537463554,0.06498335050701001,
3,26,DB,275.66529396768,8160,41,282.0849909084263,271.2417832519896,279.0673452507805,0.2543776109910869,1.4060794151687883,0.01713440150309626,0.06769985159539962,0.21428570000000002
3,26,VS,275.66529396768,8160,41,282.0849909084263,271.2417832519896,279.0673452507805,0.21451531431852938,1.3452834520393122,0.011814919240273862,0.06592358463915277,0.11637696361299645
3,26,SG,275.66529396768,8160,41,282.0849909084263,271.2417832519896,279.0673452507805,0.23785687067946695,1.3008098614227985,0.025855068025132877,0.06392177578206877,18.1878724162603
4,26,AS,435.8016040313932,9360,42,434.1961738373234,419.8403300121928,443.8395556077941,0.48347761560162217,1.1392501783018423,0.31798564827542947,0.05842990104003376,
4,26,DB,435.8016040313932,9360,42,434.1961738373234,419.8403300121928,443.8395556077941,0.471344903348189,1.1202521463367583,0.324064830071136,0.057907828820167276,0.21428570000000002
4,26,VS,435.8016040313932,9360,42,434.1961738373234,419.8403300121928,443.8395556077941,0.4917256046193804,2.165343704331871,0.013600523177429628,0.1463976543928652,0.116
4,26,SG,435.8016040313932,9360,42,434.1961738373234,419.8403300121928,443.8395556077941,0.4771409066621639,3.130474098419814,0.11965936045280673,0.11892601480608495,16.64203665624364
1,26,AS,458.8717817750221,9600,43,459.12531107017145,449.7708473629067,449.16978986362926,0.18864560216190013,1.5910274177329966,0.16679317042917904,0.11747715651091281,
1,26,DB,458.8717817750221,9600,43,459.12531107017145,449.7708473629067,449.16978986362926,0.19163451463108575,1.8003369096988011,0.06588551434086125,0.1377635729728826,0.21428570000000002
1,26,VS,458.8717817750221,9600,43,459.12531107017145,449.7708473629067,449.16978986362926,0.2183615319583502,2.0218487828572123,0.006737946999085468,0.16766188270711946,0.116
1,26,SG,458.8717817750221,9600,43,459.12531107017145,449.7708473629067,449.16978986362926,0.17368093176878055,1.8372187027492006,0.006737946999085468,0.15268170077334756,18.999999999999996
1,28,AS,416.6177604038545,14160,44,420.7636660211678,405.0405410729037,410.5353548105013,0.22436115655788788,0.8979788337369429,0.6705049723202798,0.05175221547530601,
1,28,DB,416.6177604038545,14160,44,420.7636660211678,405.0405410729037,410.5353548105013,0.21664250953017633,1.0612101121455444,2.835013788745251,0.05787606183152246,0.21428570000000002
1,28,VS,416.6177604038545,14160,44,420.7636660211678,405.0405410729037,410.5353548105013,0.24591506487766196,2.2236208624230667,0.12168418056327421,0.11015919514138532,0.16056356446442455
1,28,SG,416.6177604038545,14160,44,420.7636660211678,405.0405410729037,410.5353548105013,0.23568508579988923,1.4511809469282517,0.2950164756424815,0.07386137302074172,16.201568394107323
4,28,AS,370.6469701481906,14880,45,371.9550758202988,386.2948113010201,369.30190613463526,0.282572544666561,0.8710249041819473,0.42951793850313863,0.053262542245487016,
4,28,DB,370.6469701481906,14880,45,371.9550758202988,386.2948113010201,369.30190613463526,0.27551942242691774,0.85117460776461,0.43785629552750344,0.053176012068178964,0.21428570000000002
4,28,VS,370.6469701481906,14880,45,371.9550758202988,386.2948113010201,369.30190613463526,0.27774284908385016,1.4136923480347878,0.2574692351411377,0.07739171955719526,0.116
4,28,SG,370.6469701481906,14880,45,371.9550758202988,386.2948113010201,369.30190613463526,0.2854952782767194,0.8393505429923064,0.43321162409601716,0.05184461692179889,14.99265175460556
3,28,AS,394.36609283710783,16800,46,409.6785692313836,409.6136306139021,410.1348725845994,0.26578823753350256,0.9036006406777757,0.35541226247464336,0.05934135030297119,
3,28,DB,394.36609283710783,16800,46,409.6785692313836,409.6136306139021,410.1348725845994,0.23728020784898413,1.0377689666914032,0.3097785493542078,0.06923183226378472,0.21428570000000002
3,28,VS,394.36609283710783,16800,46,409.6785692313836,409.6136306139021,410.1348725845994,0.2374011074335559,1.0253489350225542,0.3238945315940256,0.06613850322003165,0.116
3,28,SG,394.36609283710783,16800,46,409.6785692313836,409.6136306139021,410.1348725845994,0.2364306842837765,1.2460368990030248,0.22858645064197644,0.0799904928477408,13.91808407184606
2,28,AS,381.8402348447342,27600,47,385.5826356516866,384.3943286953101,380.3262848377871,0.30386308941545404,1.1574735290848583,0.2890338320118858,0.059927237085075136,
2,28,DB,381.8402348447342,27600,47,385.5826356516866,384.3943286953101,380.3262848377871,0.3013131297132865,1.2206379095752014,0.2746758894831777,0.06311287022873445,0.21428570000000002
2,28,VS,381.8402348447342,27600,47,385.5826356516866,384.3943286953101,380.3262848377871,0.273703486076624,1.1494502183304363,0.29565205541934736,0.06050877523900596,0.116
2,28,SG,381.8402348447342,27600,47,385.5826356516866,384.3943286953101,380.3262848377871,0.30628878043015795,1.091408408111746,0.2989740562826577,0.05800392326933697,8.054646298378039
4,29,AS,420.2912715895162,10320,48,416.080700336274,435.36226638280647,424.3308179617805,0.13457295099816807,0.6757112162302922,0.4652811773361989,0.04410823154159386,
4,29,DB,420.2912715895162,10320,48,416.080700336274,435.36226638280647,424.3308179617805,0.1268386887395329,0.6471320918105679,0.4743129104083988,0.040857658665438105,0.23443795769332232
4,29,VS,420.2912715895162,10320,48,416.080700336274,435.36226638280647,424.3308179617805,0.1331139638087227,0.8989582261150791,0.3041811335900634,0.0703129187695077,0.116
4,29,SG,420.2912715895162,10320,48,416.080700336274,435.36226638280647,424.3308179617805,0.13488740315562714,0.837693754967815,0.3751401763862124,0.06041472688924537,18.999999999999996
3,29,AS,415.7203837308232,12720,49,418.64608218898815,427.3721428401766,420.93011980756415,0.26536939766799383,0.5061422811264292,0.5069550493053835,0.027727746950863896,
3,29,DB,415.7203837308232,12720,49,418.64608218898815,427.3721428401766,420.93011980756415,0.2599780604876044,0.5108055623657193,0.5611302398528409,0.029195341976650184,0.21428570000000002
3,29,VS,415.7203837308232,12720,49,418.64608218898815,427.3721428401766,420.93011980756415,0.21375484528813718,1.4375269629494265,0.1638349559712005,0.10015647776608957,0.16428707380089988
3,29,SG,415.7203837308232,12720,49,418.64608218898815,427.3721428401766,420.93011980756415,0.23337445563721163,1.073893225913985,0.3077053850373904,0.07358152560924441,10.338337924322229
1,29,AS,448.3579184268092,16320,50,452.1371460988034,449.2267221690277,448.33962414022176,0.22603184914700647,1.0009188946880774,0.4112240687286688,0.059980961328517116,
1,29,DB,448.3579184268092,16320,50,452.1371460988034,449.2267221690277,448.33962414022176,0.22058492493006565,1.005964713835749,0.40968626877766745,0.05997340748636805,0.21428570000000002
1,29,VS,448.3579184268092,16320,50,452.1371460988034,449.2267221690277,448.33962414022176,0.20433916626453805,2.0431337787863026,0.12356208781350247,0.11406651065621061,0.116
1,29,SG,448.3579184268092,16320,50,452.1371460988034,449.2267221690277,448.33962414022176,0.21633261390248665,1.6335291950679816,0.23501442922940313,0.09390224576460648,18.90931821207085
2,29,AS,394.5910636830259,24720,51,397.4869047573436,422.3147129027007,411.7764602188177,0.21752199068877975,0.31208049510637903,0.5169787415890887,0.001238123406513246,
2,29,DB,394.5910636830259,24720,51,397.4869047573436,422.3147129027007,411.7764602188177,0.2253610290771805,0.29106952102229255,0.5292399190667688,0.0005879163885323664,0.21428570000000002
2,29,VS,394.5910636830259,24720,51,397.4869047573436,422.3147129027007,411.7764602188177,0.18946353979686803,1.7605279780555478,0.05994924391111435,0.12006054351463072,0.116
2,29,SG,394.5910636830259,24720,51,397.4869047573436,422.3147129027007,411.7764602188177,0.21000135817139357,1.2409552035264977,0.2440881027513624,0.08095097122154502,18.999999999999996
4,30,AS,408.1626200673762,2400,52,409.6521652158601,405.8693598538601,408.9261979364985,0.26373136488369175,1.5284061228760426,0.046726339751832366,0.09465704209119802,
4,30,DB,408.1626200673762,2400,52,409.6521652158601,405.8693598538601,408.9261979364985,0.2575361454173094,1.5241965795335137,0.04611262582301273,0.09623797596517941,0.21428570000000002
4,30,VS,408.1626200673762,2400,52,409.6521652158601,405.8693598538601,408.9261979364985,0.23412958059049702,1.528349729948717,0.04316668745716914,0.09377663338175268,0.116
4,30,SG,408.1626200673762,2400,52,409.6521652158601,405.8693598538601,408.9261979364985,0.2505197746396939,1.5246195232920219,0.04658416165653919,0.09389010224686502,18.999999999999996
1,30,AS,392.38208211751856,25440,53,395.6491162935717,408.1028412193374,399.3779314521783,0.25902588436742885,0.36612340025425383,0.5125373715655509,0.006558991308179865,
1,30,DB,392.38208211751856,25440,53,395.6491162935717,408.1028412193374,399.3779314521783,0.25005527689056756,0.3513247266602668,0.5530052147812159,0.005844041801772285,0.21428570000000002
1,30,VS,392.38208211751856,25440,53,395.6491162935717,408.1028412193374,399.3779314521783,0.26050298823641294,0.760566320463056,0.3860108566255151,0.05275749821343922,0.116
1,30,SG,392.38208211751856,25440,53,395.6491162935717,408.1028412193374,399.3779314521783,0.2607755964573452,0.678252742612987,0.42279057520211255,0.04235031171806412,18.999999999999996
3,30,AS,397.7863655867231,27360,54,399.6821989161417,410.3667313052854,402.69338380913337,0.25942053876522025,0.6662265494924613,0.43633895817958024,0.033859418706954976,
3,30,DB,397.7863655867231,27360,54,399.6821989161417,410.3667313052854,402.69338380913337,0.2558909677513397,0.504605863205977,0.49572179248771975,0.023256791290635934,0.21428570000000002
3,30,VS,397.7863655867231,27360,54,399.6821989161417,410.3667313052854,402.69338380913337,0.23599902090538244,1.583274946435789,0.11166389136248421,0.10012999146251794,0.116
3,30,SG,397.7863655867231,27360,54,399.6821989161417,410.3667313052854,402.69338380913337,0.2502848890149786,1.0408643415283905,0.32520219437921594,0.06123869376002155,18.999999999999996
2,30,AS,397.9983457276502,29040,55,402.81671503453873,397.2049510814395,397.05852542543647,0.24010252885408925,0.7252490056710448,0.4500444768794605,0.04544725028347273,
2,30,DB,397.9983457276502,29040,55,402.81671503453873,397.2049510814395,397.05852542543647,0.23732936557102408,0.7183930676009597,0.4524256613820711,0.0468408784270257,0.21428570000000002
2,30,VS,397.9983457276502,29040,55,402.81671503453873,397.2049510814395,397.05852542543647,0.244372010063914,0.7432570045360276,0.4380146127115926,0.044532866417329564,0.116
2,30,SG,397.9983457276502,29040,55,402.81671503453873,397.2049510814395,397.05852542543647,0.23868093642195232,0.7286504365972504,0.4476870144810419,0.04467328574928973,17.58079032430861
2,32,AS,316.80762125144867,3360,56,319.8827590277772,321.26864182556443,317.74161175719314,0.17327969400025867,1.3890355324505574,0.049811306669129085,0.07165047771955299,
2,32,DB,316.80762125144867,3360,56,319.8827590277772,321.26864182556443,317.74161175719314,0.18673324718127027,1.4188991886912221,0.04608084235649155,0.07344621771090311,0.21428570000000002
2,32,VS,316.80762125144867,3360,56,319.8827590277772,321.26864182556443,317.74161175719314,0.13991181695391697,1.4433052592425768,0.006737946999085468,0.08181448031228723,0.116
2,32,SG,316.80762125144867,3360,56,319.8827590277772,321.26864182556443,317.74161175719314,0.16349728585668177,1.356735530268527,0.03728032624849888,0.0719268498476974,18.918751237860697
1,32,AS,444.0550718650372,3840,57,436.8287844722173,461.9779109827709,449.3094824797083,0.41018285753607797,0.5647293702504103,0.4438848801921077,0.020681063709499774,
1,32,DB,444.0550718650372,3840,57,436.8287844722173,461.9779109827709,449.3094824797083,0.40445771440741146,0.33195437425529734,0.5034934023131653,0.0056038342260896655,0.21428570000000002
1,32,VS,444.0550718650372,3840,57,436.8287844722173,461.9779109827709,449.3094824797083,0.4018775446868983,2.8895534025475893,0.006737946999085468,0.1698646884466981,0.116
1,32,SG,444.0550718650372,3840,57,436.8287844722173,461.9779109827709,449.3094824797083,0.40844399907992546,1.376041110791928,0.3604529532823219,0.06555875432677336,18.999999999999996
3,32,AS,319.81210821189126,5280,58,324.18986701011784,322.3688549750203,319.6625675644127,0.40458924868734436,1.2613578148729652,0.02956577325132042,0.0773923621653745,
3,32,DB,319.81210821189126,5280,58,324.18986701011784,322.3688549750203,319.6625675644127,0.39643894859492046,1.2714093414092336,0.03919872634620534,0.0774181430737531,0.21428570000000002
3,32,VS,319.81210821189126,5280,58,324.18986701011784,322.3688549750203,319.6625675644127,0.3998292209333536,1.2619646634778496,0.006737946999085468,0.08266343328663267,0.116
3,32,SG,319.81210821189126,5280,58,324.18986701011784,322.3688549750203,319.6625675644127,0.40486765624909926,1.1863987660879154,0.03861927061661133,0.07450529610581537,17.419762832889113
4,32,AS,402.3967624446361,8400,59,403.5257172684681,420.0309036138249,403.7388659712887,0.25083712435865635,0.9215915646609796,0.38516988144827696,0.06069262791648147,
4,32,DB,402.3967624446361,8400,59,403.5257172684681,420.0309036138249,403.7388659712887,0.24873529074261796,0.7575765820650486,0.43898961761826794,0.052277876387328365,0.21428570000000002
4,32,VS,402.3967624446361,8400,59,403.5257172684681,420.0309036138249,403.7388659712887,0.21800673122249745,2.0994683005570467,0.006737946999085468,0.14264313553500585,0.116
4,32,SG,402.3967624446361,8400,59,403.5257172684681,420.0309036138249,403.7388659712887,0.24833846077267957,1.0570273411189455,0.3424891653714923,0.06951797316594549,18.883555958167793
2,34,AS,375.1529921658823,11040,60,374.5537206824255,377.9998910853692,376.81818442504687,0.33081106760994594,1.339840237926494,0.039944238234347035,0.0897297938943392,
2,34,DB,375.1529921658823,11040,60,374.5537206824255,377.9998910853692,376.81818442504687,0.3302598041339017,1.3872555390199233,0.033584303130808,0.09060339398142607,0.2156602405551726
2,34,VS,375.1529921658823,11040,60,374.5537206824255,377.9998910853692,376.81818442504687,0.32527133023549243,1.3646681065060386,0.009645791203790673,0.0980973518850512,0.116
2,34,SG,375.1529921658823,11040,60,374.5537206824255,377.9998910853692,376.81818442504687,0.3282023774023074,1.3491186858914603,0.025235956271575384,0.09129871281190273,18.999999999999996
4,34,AS,402.2844619256349,15600,61,410.4445413199968,428.28538835508056,420.8725434659405,0.30155826128169877,0.7079415584455049,0.38918734963638324,0.033555085940974595,
4,34,DB,402.2844619256349,15600,61,410.4445413199968,428.28538835508056,420.8725434659405,0.30267395601320934,0.5141752648124087,0.538967709367741,0.017100277219221093,0.21428570000000002
4,34,VS,402.2844619256349,15600,61,410.4445413199968,428.28538835508056,420.8725434659405,0.2962580422435885,1.9384782507623555,0.006737946999085468,0.13002870504738795,0.116
4,34,SG,402.2844619256349,15600,61,410.4445413199968,428.28538835508056,420.8725434659405,0.298458086683393,1.457285425091999,0.19281386906567966,0.0895541069196984,18.999999999999996
3,34,AS,417.563973967376,18000,62,419.6524515991056,422.8391355347007,418.9574883026752,0.22259954180256009,1.5867724288756313,0.22787386597622325,0.07785572894050294,
3,34,DB,417.563973967376,18000,62,419.6524515991056,422.8391355347007,418.9574883026752,0.21871131492221949,1.6469448412785768,0.2110561937570891,0.08322694206102246,0.21428570000000002
3,34,VS,417.563973967376,18000,62,419.6524515991056,422.8391355347007,418.9574883026752,0.21277850053661929,2.268221612363016,0.03829134139609693,0.13594460856556723,0.116
3,34,SG,417.563973967376,18000,62,419.6524515991056,422.8391355347007,418.9574883026752,0.22000516405374831,1.6127465309281233,0.2215004024145023,0.07957017475602762,18.999999999999996
1,34,AS,354.9916647879922,28560,63,355.2714040502,357.9692069627972,356.3581953056177,0.2510462000461443,1.1682995440738657,0.014547237954795815,0.08888244797229951,
1,34,DB,354.9916647879922,28560,63,355.2714040502,357.9692069627972,356.3581953056177,0.2358541579745262,1.1775550151262493,0.014307147381632147,0.08945270299626382,0.21428570000000002
1,34,VS,354.9916647879922,28560,63,355.2714040502,357.9692069627972,356.3581953056177,0.20263892983133341,1.1341085371453021,0.00914733691787383,0.09070748328843163,0.116
1,34,SG,354.9916647879922,28560,63,355.2714040502,357.9692069627972,356.3581953056177,0.216439806757115,1.1142761718601113,0.015723595466388077,0.08835882568808263,18.999999999999996
3,35,AS,406.2901864317623,7920,64,414.6202849203428,414.99702630937134,418.2222847222655,0.23295158022263357,0.9254486874532348,0.2924886199700031,0.05378078978105744,
3,35,DB,406.2901864317623,7920,64,414.6202849203428,414.99702630937134,418.2222847222655,0.22798325866101954,0.9166387181699206,0.2962191105918843,0.053537582460685004,0.21428570000000002
3,35,VS,406.2901864317623,7920,64,414.6202849203428,414.99702630937134,418.2222847222655,0.1859112252949271,0.9838977985210078,0.26897343193027073,0.06125993067033815,0.11611984603412047
3,35,SG,406.2901864317623,7920,64,414.6202849203428,414.99702630937134,418.2222847222655,0.19527085708399206,2.1650805367400183,0.2507094663840552,0.07204203758127493,16.61694315816771
2,35,AS,367.97766957580495,13200,65,369.148591590842,371.86647932623066,374.88152386152746,0.314916930652147,1.7348134729052418,0.006737946999085468,0.0783107498982207,
2,35,DB,367.97766957580495,13200,65,369.148591590842,371.86647932623066,374.88152386152746,0.3127369645445479,1.6975566553378159,0.006737946999085468,0.07928859553689263,0.21428570000000002
2,35,VS,367.97766957580495,13200,65,369.148591590842,371.86647932623066,374.88152386152746,0.30767693230387033,1.738910412393868,0.006737946999085468,0.08033625591090371,0.116
2,35,SG,367.97766957580495,13200,65,369.148591590842,371.86647932623066,374.88152386152746,0.3020636678717032,1.6279263911762294,0.007480884649370078,0.07977111544014165,18.955167882755543
4,35,AS,375.14028423320593,16080,66,386.0909560152108,382.15781651059433,389.7290505457567,0.24358853544713974,1.6724211715044441,0.12693806862931956,0.08949593063079743,
4,35,DB,375.14028423320593,16080,66,386.0909560152108,382.15781651059433,389.7290505457567,0.22807996002976372,1.6900116357837087,0.13093480791797807,0.09055050569588084,0.21428570000000002
4,35,VS,375.14028423320593,16080,66,386.0909560152108,382.15781651059433,389.7290505457567,0.2273785610904106,2.1059707119872337,0.0067639847434168105,0.11448361525492566,0.116
4,35,SG,375.14028423320593,16080,66,386.0909560152108,382.15781651059433,389.7290505457567,0.22137393060429264,1.962250031837624,0.04821759648555762,0.10490571799406195,18.999999999999996
1,35,AS,412.0035986733199,23520,67,414.67222598545936,437.2703158887867,432.24299052062906,0.2958947271141544,0.7819468229169876,0.39120051061717903,0.034472612047330674,
1,35,DB,412.0035986733199,23520,67,414.67222598545936,437.2703158887867,432.24299052062906,0.27558278837466377,0.5506055590316465,0.4730457908862705,0.018615125067414418,0.21428570000000002
1,35,VS,412.0035986733199,23520,67,414.67222598545936,437.2703158887867,432.24299052062906,0.2826914058702398,1.9966671404840093,0.057498392186017704,0.12288105684215009,0.116
1,35,SG,412.0035986733199,23520,67,414.67222598545936,437.2703158887867,432.24299052062906,0.2686098436068359,1.778718985994841,0.06859051018015307,0.11758353046935427,18.999999999999996
2,36,AS,341.98958955437195,9840,68,346.615756606443,373.9728593882773,362.2103055973258,0.3052534448160239,0.6815228213378367,0.43745654768258213,0.03317068868251509,
2,36,DB,341.98958955437195,9840,68,346.615756606443,373.9728593882773,362.2103055973258,0.3020370104994474,0.6818713119138543,0.43657740252161914,0.034171225528186626,0.21428570000000002
2,36,VS,341.98958955437195,9840,68,346.615756606443,373.9728593882773,362.2103055973258,0.28685256247594804,1.257975446296291,0.2052786516007048,0.07197937150393159,0.116
2,36,SG,341.98958955437195,9840,68,346.615756606443,373.9728593882773,362.2103055973258,0.2931935777208818,1.0706292755894704,0.2803485105150186,0.06040337931375102,18.999999999999996
1,36,AS,373.1682036249682,23280,69,374.895842296997,383.05184271137176,379.64590244372425,0.363300284044392,1.0126464649452525,0.30344293229368685,0.05537189307052173,
1,36,DB,373.1682036249682,23280,69,374.895842296997,383.05184271137176,379.64590244372425,0.35468750945129723,1.0065919057917223,0.29996590443440607,0.056292120065668194,0.21428570000000002
1,36,VS,373.1682036249682,23280,69,374.895842296997,383.05184271137176,379.64590244372425,0.303755375542604,1.1830321937359969,0.25002734424022527,0.06532436421173397,0.116
1,36,SG,373.1682036249682,23280,69,374.895842296997,383.05184271137176,379.64590244372425,0.32565433061714333,1.1884061926301894,0.24616561212940066,0.06657982817053984,18.623055338049006
4,36,AS,383.14544648579823,24240,70,382.3840047130087,388.4738930186903,385.65048376692994,0.219901263698233,0.6803835915673542,0.4542661651082999,0.042999023840960035,
4,36,DB,383.14544648579823,24240,70,382.3840047130087,388.4738930186903,385.65048376692994,0.2232486882320883,0.6469440777858138,0.4637721683839711,0.041091478825669506,0.21428570000000002
4,36,VS,383.14544648579823,24240,70,382.3840047130087,388.4738930186903,385.65048376692994,0.2250893500447514,0.9086965280916011,0.36264242353881215,0.05962369148568539,0.116
4,36,SG,383.14544648579823,24240,70,382.3840047130087,388.4738930186903,385.65048376692994,0.22304376537275222,0.8362289978042714,0.39953918189948556,0.053133561740872144,18.999999999999996
3,36,AS,415.1903337949618,30480,71,413.3485595238419,412.3500611950178,413.4024885240501,0.28667829548534357,0.6622690825919025,0.41377634495390947,0.03848135032773995,
3,36,DB,415.1903337949618,30480,71,413.3485595238419,412.3500611950178,413.4024885240501,0.28809591103640053,0.7997891459075133,0.35747634996963107,0.04838830396729512,0.21428570000000002
3,36,VS,415.1903337949618,30480,71,413.3485595238419,412.3500611950178,413.4024885240501,0.2767580508416462,1.7383678961090914,0.04513841001455351,0.11137038617796105,0.116
3,36,SG,415.1903337949618,30480,71,413.3485595238419,412.3500611950178,413.4024885240501,0.28201453794982023,1.2869806768012195,0.2038045317248898,0.08067006952614197,15.85452757928941
2,37,AS,382.9063021135767,2880,72,382.4154946994307,419.3688979589607,383.54585878868863,0.2411886101632627,0.9323034024905517,0.40210540545581624,0.04830059603774497,
2,37,DB,382.9063021135767,2880,72,382.4154946994307,419.3688979589607,383.54585878868863,0.22912646080743113,0.9273205514436214,0.40428288604306106,0.048184873658415686,0.21428570000000002
2,37,VS,382.9063021135767,2880,72,382.4154946994307,419.3688979589607,383.54585878868863,0.2519756808275132,1.8188592941919852,0.05484699110618027,0.11853897964214129,0.116
2,37,SG,382.9063021135767,2880,72,382.4154946994307,419.3688979589607,383.54585878868863,0.24941081423154526,0.9101945082496344,0.3952402878155281,0.04878430889921621,18.999999999999996
3,37,AS,328.8653771116411,15360,73,334.49937658503706,341.5083434561881,330.5076164891043,0.2871235229382149,1.5176368340662727,0.1775380338491892,0.0560356124206517,
3,37,DB,328.8653771116411,15360,73,334.49937658503706,341.5083434561881,330.5076164891043,0.28803728449915267,1.5289362952618446,0.17444969177556302,0.058572206785723,0.21600745626447548
3,37,VS,328.8653771116411,15360,73,334.49937658503706,341.5083434561881,330.5076164891043,0.21923922140724939,1.6923030884009327,0.07294760717402056,0.07532847452016962,0.116
3,37,SG,328.8653771116411,15360,73,334.49937658503706,341.5083434561881,330.5076164891043,0.28593282718074503,1.5512948158533506,0.1563608956600379,0.05776955916120819,18.999999999999996
4,37,AS,332.7563010350246,26400,74,339.72011329163905,332.59085021415507,333.8280850174407,0.3877343094932844,0.9927533937783932,0.006737946999085468,0.07594913851761888,
4,37,DB,332.7563010350246,26400,74,339.72011329163905,332.59085021415507,333.8280850174407,0.37724520112867155,1.012293317482219,0.007808076998999717,0.07851920813551093,0.21477479111196002
4,37,VS,332.7563010350246,26400,74,339.72011329163905,332.59085021415507,333.8280850174407,0.36419624480862955,0.9786487252770519,0.006737946999085468,0.07428152357674671,0.116
4,37,SG,332.7563010350246,26400,74,339.72011329163905,332.59085021415507,333.8280850174407,0.3846768674625945,0.9725293402207098,0.006737946999085468,0.07450090215652677,18.999999999999996
1,37,AS,407.5792547982565,30720,75,414.0581794843671,401.78521126955127,403.16287432237726,0.3804903750798093,1.374181032642599,0.2110017124756233,0.07103193073703093,
1,37,DB,407.5792547982565,30720,75,414.0581794843671,401.78521126955127,403.16287432237726,0.36752548544228514,0.97813925738368,0.3499507816691269,0.049840917027940364,0.21428570000000002
1,37,VS,407.5792547982565,30720,75,414.0581794843671,401.78521126955127,403.16287432237726,0.38079840343467686,2.01949519161876,0.006737946999085468,0.10904216990611319,0.116
1,37,SG,407.5792547982565,30720,75,414.0581794843671,401.78521126955127,403.16287432237726,0.37849497937767895,1.685592925213872,0.11131821193625958,0.08407714965852137,18.421947271071225
4,38,AS,271.55260530986845,7200,76,278.8652671954088,275.444515689572,274.4359118582226,0.2774334286902189,1.091098933355169,0.006737946999085468,0.07354972448244548,
4,38,DB,271.55260530986845,7200,76,278.8652671954088,275.444515689572,274.4359118582226,0.2776970803621747,1.1297675979857007,0.006737946999085468,0.07536574099484418,0.21428570000000002
4,38,VS,271.55260530986845,7200,76,278.8652671954088,275.444515689572,274.4359118582226,0.22328907766903744,1.0556806455758188,0.006737946999085468,0.07326641273141253,0.116
4,38,SG,271.55260530986845,7200,76,278.8652671954088,275.444515689572,274.4359118582226,0.27499785344730054,1.0413489434181245,0.006856273166088567,0.07319813112976692,18.978432942840726
1,38,AS,388.11112830019056,12480,77,387.9695134622725,417.19360457337416,389.4193452771752,0.2837620542482545,0.7597168955308669,0.4104854958918553,0.039089701777557814,
1,38,DB,388.11112830019056,12480,77,387.9695134622725,417.19360457337416,389.4193452771752,0.2791218195420771,0.7863545346231777,0.3984944569690865,0.03933864404146856,0.21428570000000002
1,38,VS,388.11112830019056,12480,77,387.9695134622725,417.19360457337416,389.4193452771752,0.16744430846021327,1.8055760254679556,0.013485051653183464,0.11829857144588664,0.116
1,38,SG,388.11112830019056,12480,77,387.9695134622725,417.19360457337416,389.4193452771752,0.2807646704056236,0.7183090687604702,0.41760762614289093,0.03854203897052298,18.999999999999996
3,38,AS,426.8399526462839,17520,78,425.9385971018956,435.65605220106994,429.3158130860155,0.205329972287983,0.7743188226002495,0.3885305938119502,0.06039784374187016,
3,38,DB,426.8399526462839,17520,78,425.9385971018956,435.65605220106994,429.3158130860155,0.20700807254780318,0.7748510967011346,0.38601706944390607,0.061645501207189334,0.21428570000000002
3,38,VS,426.8399526462839,17520,78,425.9385971018956,435.65605220106994,429.3158130860155,0.18891658353634588,1.7622942402167447,0.006737946999085468,0.1586627490810089,0.116
3,38,SG,426.8399526462839,17520,78,425.9385971018956,435.65605220106994,429.3158130860155,0.20072053478792062,1.0738049231023254,0.271385042817134,0.08700862260605033,18.999999999999996
2,38,AS,384.71184288699146,21840,79,387.2042453851138,447.1894239869578,386.321823297521,0.4944364625452726,0.9844406086335091,0.4345431219117076,0.04519139343778115,
2,38,DB,384.71184288699146,21840,79,387.2042453851138,447.1894239869578,386.321823297521,0.4808221015015056,0.9975766011979313,0.4323071721240547,0.046176210634407605,0.21428570000000002
2,38,VS,384.71184288699146,21840,79,387.2042453851138,447.1894239869578,386.321823297521,0.4871906915950199,1.577707840694545,0.19760876688759363,0.10511514067073986,0.116
2,38,SG,384.71184288699146,21840,79,387.2042453851138,447.1894239869578,386.321823297521,0.48906846154049893,0.921052392920346,0.45318389402715814,0.04520844981665146,18.999999999999996
2,39,AS,343.65206915983,1200,80,346.0164307234978,362.8709357846323,344.5440603325769,0.3165168802313123,1.4963343787796908,0.006737946999085468,0.08508885122921367,
2,39,DB,343.65206915983,1200,80,346.0164307234978,362.8709357846323,344.5440603325769,0.3185655274776111,1.5087843770879237,0.006737946999085468,0.08679201243047217,0.21428570000000002
2,39,VS,343.65206915983,1200,80,346.0164307234978,362.8709357846323,344.5440603325769,0.24615255790723473,1.4414169068793514,0.006737946999085468,0.10355660559065515,0.116
