agent,group,model,fit_SG,fit_VS,id,fit_DB,fit_AS,Unnamed: 0,r2,lambda,beta,tau,par
3,16,SG,409.1086194715094,422.57287485746986,24,414.8886872407994,415.7735930053604,5760,0.3099341042892034,1.5193990623664055,0.17815464172439904,0.09964317619923276,16.831767785163734
1,16,AS,370.6540878307215,365.8360985964768,25,362.2734431097314,360.24593142432525,18240,0.2747532257303035,1.2347987718559947,0.19373639299112688,0.0653478385572325,
1,16,DB,370.6540878307215,365.8360985964768,25,362.2734431097314,360.24593142432525,18240,0.26411794220433815,1.2820055807325095,0.1762923440780395,0.06911213085643335,0.21428570000000002
1,16,VS,370.6540878307215,365.8360985964768,25,362.2734431097314,360.24593142432525,18240,0.24791560788685701,1.1692892448892374,0.20058101670001513,0.06474225786996621,0.116
1,16,SG,370.6540878307215,365.8360985964768,25,362.2734431097314,360.24593142432525,18240,0.26725975675553526,1.1132301251527343,0.21280448291557794,0.06117619070155959,17.632619440278244
2,16,AS,393.5756978641668,403.9659923249533,26,395.2632561304795,389.5507418059201,19200,0.2259327866871574,1.0056759367730144,0.30875741342025265,0.06270601641869453,
2,16,DB,393.5756978641668,403.9659923249533,26,395.2632561304795,389.5507418059201,19200,0.2275802615406392,1.1416852693691755,0.25986298462199614,0.07187386012685754,0.21428570000000002
2,16,VS,393.5756978641668,403.9659923249533,26,395.2632561304795,389.5507418059201,19200,0.21327421181772574,1.741059475625266,0.04354865912670564,0.11146859456207162,0.116
2,16,SG,393.5756978641668,403.9659923249533,26,395.2632561304795,389.5507418059201,19200,0.23834131281037696,1.07012092681984,0.27885974582652545,0.06670897357073259,16.59748557724256
4,16,AS,371.9964829169282,390.46994800136247,27,370.69524841432127,370.2036174577295,19680,0.3107727682932866,1.0200563814186387,0.37132575049531935,0.05907974344012118,
4,16,DB,371.9964829169282,390.46994800136247,27,370.69524841432127,370.2036174577295,19680,0.3098574735007613,0.8815429900709605,0.4225678891589844,0.05153316066090337,0.21428570000000002
4,16,VS,371.9964829169282,390.46994800136247,27,370.69524841432127,370.2036174577295,19680,0.27304189198969053,2.0496016466809417,0.006737946999085468,0.13519375050098884,0.116
4,16,SG,371.9964829169282,390.46994800136247,27,370.69524841432127,370.2036174577295,19680,0.3074348978917169,0.9956256244609168,0.36791548000128166,0.057968971085972223,8.261744229712654
2,19,AS,364.2661398352715,369.9739403836557,28,364.1949524643719,370.2860504373114,6720,0.4144464646611322,1.3200205738948105,0.1807066429262773,0.07429628640916033,
2,19,DB,364.2661398352715,369.9739403836557,28,364.1949524643719,370.2860504373114,6720,0.40945362328056684,1.511739685454807,0.12933523022903154,0.0844555136521055,0.21428570000000002
2,19,VS,364.2661398352715,369.9739403836557,28,364.1949524643719,370.2860504373114,6720,0.3957672644595351,1.9945001059575365,0.006880171604847084,0.12827502843848762,0.11609677864822199
2,19,SG,364.2661398352715,369.9739403836557,28,364.1949524643719,370.2860504373114,6720,0.41202970582812815,1.3079832657623243,0.16912847942444875,0.07620619125695201,16.13880850733383
3,19,AS,386.8066298521777,412.6831759931974,29,395.31742076670594,391.2495739307727,10800,0.310619298549504,0.5695271139808966,0.5350830050130576,0.03391540571103499,
3,19,DB,386.8066298521777,412.6831759931974,29,395.31742076670594,391.2495739307727,10800,0.3219594108443895,0.5596268021231007,0.5358176836183671,0.033331194204943355,0.21428570000000002
3,19,VS,386.8066298521777,412.6831759931974,29,395.31742076670594,391.2495739307727,10800,0.311200369987288,1.1516469000022302,0.2995960168857572,0.08839441079936289,0.116
3,19,SG,386.8066298521777,412.6831759931974,29,395.31742076670594,391.2495739307727,10800,0.3218268776322224,0.6437641457541365,0.4709599662590015,0.04184773641778238,6.250283695804512
4,19,AS,352.3729328178348,354.9854650667841,30,352.6706895627035,350.2920982218156,21120,0.2643159781775265,1.059814818462624,0.18934959234809756,0.06858484588951907,
4,19,DB,352.3729328178348,354.9854650667841,30,352.6706895627035,350.2920982218156,21120,0.2566761295383714,1.0597684427498604,0.1887991203072249,0.07019571069871855,0.21428570000000002
4,19,VS,352.3729328178348,354.9854650667841,30,352.6706895627035,350.2920982218156,21120,0.2238711618128344,1.4893469590920754,0.02779574584545623,0.10500446511410477,0.116
4,19,SG,352.3729328178348,354.9854650667841,30,352.6706895627035,350.2920982218156,21120,0.27248283476881763,0.9470039372045553,0.2053158780926921,0.06386396894935949,6.718489986097712
1,19,AS,315.81562632269413,324.550647729842,31,317.19931378323656,314.5175161765156,31440,0.3478430740247288,1.3209986771139464,0.10672990669078683,0.06699892106368938,
1,19,DB,315.81562632269413,324.550647729842,31,317.19931378323656,314.5175161765156,31440,0.34341472743940965,1.3209759600028277,0.11229381790843052,0.06691081983629547,0.21428570000000002
1,19,VS,315.81562632269413,324.550647729842,31,317.19931378323656,314.5175161765156,31440,0.33910519009978013,1.4885121252546643,0.006737946999085468,0.08953545066027851,0.116
1,19,SG,315.81562632269413,324.550647729842,31,317.19931378323656,314.5175161765156,31440,0.3439690765794779,1.3210466311481777,0.093740592113501,0.06745018448285331,18.994163392916494
3,23,AS,298.30600738349835,295.74574610636046,32,289.8271015065489,295.96054623726343,22560,0.38375319207451714,1.1949587591192512,0.09716967417726421,0.06497550790817051,
3,23,DB,298.30600738349835,295.74574610636046,32,289.8271015065489,295.96054623726343,22560,0.3894910331724778,1.2163595875978799,0.09448014662014756,0.0632170483618164,0.21497857251344307
3,23,VS,298.30600738349835,295.74574610636046,32,289.8271015065489,295.96054623726343,22560,0.35622953611352104,1.4181788171107446,0.006737946999085468,0.08884052828527567,0.116
3,23,SG,298.30600738349835,295.74574610636046,32,289.8271015065489,295.96054623726343,22560,0.38043493555720254,1.117076728369249,0.10937666021175416,0.06237263152990451,14.592529383195313
2,23,AS,396.1058822698873,439.8084294167361,33,394.23873985637977,394.6507572767094,26640,0.2571757157712903,1.0829506565279285,0.3209966029686664,0.06316043209234008,
2,23,DB,396.1058822698873,439.8084294167361,33,394.23873985637977,394.6507572767094,26640,0.2578884441870044,0.9222807617277524,0.35978013799738906,0.057071267342807305,0.21428570000000002
2,23,VS,396.1058822698873,439.8084294167361,33,394.23873985637977,394.6507572767094,26640,0.1727833037762616,2.5607670929156052,0.006737946999085468,0.1918590960747725,0.116
2,23,SG,396.1058822698873,439.8084294167361,33,394.23873985637977,394.6507572767094,26640,0.25466163210704573,0.923049761004668,0.344330194442762,0.05693295336476322,8.285846923092341
