agent,group,model,r2_SG,id,r2_DB,Unnamed: 0,r2_VS,r2_AS,fit,lambda,beta,tau,par
4,3,AS,0.25805376251838275,14,0.25473756578865825,14640,0.2525924838579879,0.25872198805566127,380.328629573374,1.3929046444397597,0.029871959102508942,0.08253430938591425,
4,3,DB,0.25805376251838275,14,0.25473756578865825,14640,0.2525924838579879,0.25872198805566127,381.2058856563525,1.3952692169529772,0.03161300024058471,0.08281963387726539,0.21428570000000002
4,3,VS,0.25805376251838275,14,0.25473756578865825,14640,0.2525924838579879,0.25872198805566127,380.1496061308637,1.4251100208230725,0.010172726263089857,0.08569196968242183,0.116
4,3,SG,0.25805376251838275,14,0.25473756578865825,14640,0.2525924838579879,0.25872198805566127,381.91730942842497,1.4122378359614933,0.016918690489921985,0.08411057053332877,18.999999999999996
2,3,AS,0.28896478179799134,15,0.2902892762488105,16080,0.29225580650116323,0.2919225092942389,417.5146468703861,1.2227722617956212,0.2764311419181654,0.07598589534143901,
2,3,DB,0.28896478179799134,15,0.2902892762488105,16080,0.29225580650116323,0.2919225092942389,421.8103181644004,1.3996348773711662,0.22006242371280574,0.08792461543620063,0.21428570000000002
2,3,VS,0.28896478179799134,15,0.2902892762488105,16080,0.29225580650116323,0.2919225092942389,412.70249067255696,2.01432897995271,0.03849258515280322,0.11668557149471455,0.22430505145132662
2,3,SG,0.28896478179799134,15,0.2902892762488105,16080,0.29225580650116323,0.2919225092942389,413.49077359320745,1.632069745203998,0.13247888002875827,0.09638428387931632,5.086911941985205
4,6,AS,0.32972817101593643,16,0.3335951948268824,1560,0.3226892441017972,0.316327867425661,392.1517595236056,0.7232058944487627,0.41496906470948586,0.04096493071953106,
4,6,DB,0.32972817101593643,16,0.3335951948268824,1560,0.3226892441017972,0.316327867425661,397.7568935053268,0.7368340294799058,0.40878169046319,0.04330814697089145,0.21428570000000002
4,6,VS,0.32972817101593643,16,0.3335951948268824,1560,0.3226892441017972,0.316327867425661,444.7609793346133,1.652951641369723,0.03998355318742167,0.11536171146129229,0.116
4,6,SG,0.32972817101593643,16,0.3335951948268824,1560,0.3226892441017972,0.316327867425661,404.1430623380308,1.110204423862804,0.2651554990681102,0.0647266906419955,18.999999999999996
2,6,AS,0.39544909041181486,17,0.38361471757379945,2280,0.3868493306424736,0.39253378167417224,326.28744362103794,1.7529536146851559,0.014629090086244264,0.07744648954557039,
2,6,DB,0.39544909041181486,17,0.38361471757379945,2280,0.3868493306424736,0.39253378167417224,331.0781275093095,1.7757505827683775,0.012150707949795272,0.08074537920373276,0.21428570000000002
2,6,VS,0.39544909041181486,17,0.38361471757379945,2280,0.3868493306424736,0.39253378167417224,329.3407245106875,1.7942348027335309,0.006737946999085468,0.0867991096290387,0.116
2,6,SG,0.39544909041181486,17,0.38361471757379945,2280,0.3868493306424736,0.39253378167417224,324.72154809191204,1.7372676945098595,0.006737946999085468,0.07634804801819611,18.999999999999996
3,6,AS,0.2199404379532166,18,0.22120611587499509,6240,0.2442826908245791,0.22211082026988155,412.2515588437278,1.835078476118444,0.048236567355244064,0.10778403719393359,
3,6,DB,0.2199404379532166,18,0.22120611587499509,6240,0.2442826908245791,0.22211082026988155,412.8028591704562,1.8390045236038677,0.04742044009887497,0.10962623526381624,0.21428570000000002
3,6,VS,0.2199404379532166,18,0.22120611587499509,6240,0.2442826908245791,0.22211082026988155,401.50996879126336,1.9817611623408842,0.006737946999085468,0.12290685719293577,0.116
3,6,SG,0.2199404379532166,18,0.22120611587499509,6240,0.2442826908245791,0.22211082026988155,413.5062497288445,1.8124668348611765,0.04787295323340702,0.10541787687372757,16.93074897915056
1,6,AS,0.1802931794481647,19,0.18993589100783395,9840,0.10326702878203813,0.2013509248350608,358.3755912082021,0.8486096737867423,0.218767874099534,0.053751957524406924,
1,6,DB,0.1802931794481647,19,0.18993589100783395,9840,0.10326702878203813,0.2013509248350608,348.9723386197651,0.9672582293487932,0.1854494225529471,0.059643474054692856,0.21428570000000002
1,6,VS,0.1802931794481647,19,0.18993589100783395,9840,0.10326702878203813,0.2013509248350608,354.4898045561382,1.0515993144208455,0.12893042077470715,0.0730468376755206,0.116
1,6,SG,0.1802931794481647,19,0.18993589100783395,9840,0.10326702878203813,0.2013509248350608,351.19153241399084,0.9138203706385195,0.18787861765301372,0.05865803930436682,18.977925345519928
3,7,AS,0.23065389843482764,20,0.24706822342764237,3600,0.2522701985964657,0.2514003739430993,451.5831775752629,1.0682259180831044,0.2089228470208154,0.1036458330419226,
3,7,DB,0.23065389843482764,20,0.24706822342764237,3600,0.2522701985964657,0.2514003739430993,514.1727006789296,1.348314511240004,0.0790671040340956,0.13394927531027662,0.4381674878290634
3,7,VS,0.23065389843482764,20,0.24706822342764237,3600,0.2522701985964657,0.2514003739430993,459.5952683628344,1.497515115630261,0.006737946999085468,0.13748378835723066,0.4493045594011903
3,7,SG,0.23065389843482764,20,0.24706822342764237,3600,0.2522701985964657,0.2514003739430993,470.4949901742864,1.435690817356278,0.006737946999085468,0.14938265807753304,7.823534760446427
4,7,AS,0.23823518727635806,21,0.2539824758706366,10920,0.23240466459378395,0.26124452960916966,454.4388622873959,1.6715039875475015,0.053365900373563264,0.13226709320151775,
4,7,DB,0.23823518727635806,21,0.2539824758706366,10920,0.23240466459378395,0.26124452960916966,452.1275106827071,1.6926286583900305,0.04803511484139106,0.13745037903160356,0.21428570000000002
4,7,VS,0.23823518727635806,21,0.2539824758706366,10920,0.23240466459378395,0.26124452960916966,447.7661830061799,1.8083671521416251,0.006737946999085468,0.13202577759402384,0.30323033614421346
4,7,SG,0.23823518727635806,21,0.2539824758706366,10920,0.23240466459378395,0.26124452960916966,452.6212343392816,1.7517647755556673,0.006737946999085468,0.137568494537239,7.843417453856806
1,7,AS,0.12405512988611615,22,0.04273807603036968,13800,0.1443477060150844,0.15926423003941068,398.7164584665293,1.9071616657501207,0.006737946999085468,0.10309651365902685,
1,7,DB,0.12405512988611615,22,0.04273807603036968,13800,0.1443477060150844,0.15926423003941068,401.008989083968,1.9187957165376277,0.006737946999085468,0.10569491675490263,0.21428570000000002
1,7,VS,0.12405512988611615,22,0.04273807603036968,13800,0.1443477060150844,0.15926423003941068,398.2749042325728,1.907255784467731,0.006737946999085468,0.10030869074629774,0.116
1,7,SG,0.12405512988611615,22,0.04273807603036968,13800,0.1443477060150844,0.15926423003941068,409.2479610816993,2.6488431675601523,0.006737946999085468,0.11098607347136002,16.688934340395743
2,7,AS,0.15733162604506779,23,0.15825081692544263,16680,0.1663705263483306,0.15394765403648905,396.8066480457204,0.8148109543494676,0.3059677969345155,0.0507670708493315,
2,7,DB,0.15733162604506779,23,0.15825081692544263,16680,0.1663705263483306,0.15394765403648905,400.707304375738,0.9785687731863297,0.25844728180562926,0.05704171524709953,0.21810065407143897
2,7,VS,0.15733162604506779,23,0.15825081692544263,16680,0.1663705263483306,0.15394765403648905,412.2973626671525,1.4607723200405314,0.06357222879360888,0.08709941795130588,0.116
2,7,SG,0.15733162604506779,23,0.15825081692544263,16680,0.1663705263483306,0.15394765403648905,409.1656225247712,1.1500986580574246,0.19168385270478838,0.06842349138744608,18.999999999999996
2,8,AS,0.1637790885828353,24,0.1666046908664145,5400,0.17394559018622488,0.17518997590131472,395.4533516614748,0.6976743459594005,0.45061521270170707,0.0445947571037645,
2,8,DB,0.1637790885828353,24,0.1666046908664145,5400,0.17394559018622488,0.17518997590131472,401.50552009530657,0.7055341342672603,0.44729609960095024,0.04715576354947173,0.21428570000000002
2,8,VS,0.1637790885828353,24,0.1666046908664145,5400,0.17394559018622488,0.17518997590131472,398.41901413838,0.7726202178527422,0.39351931735805395,0.050862437661529016,0.116
2,8,SG,0.1637790885828353,24,0.1666046908664145,5400,0.17394559018622488,0.17518997590131472,395.5189299494685,0.7056118217575996,0.4401835147376625,0.045079372703744916,18.999999999999996
4,8,AS,0.26364194102506316,25,0.25249639635990395,9360,0.2582427042186642,0.2637640315173292,421.64321677892576,0.6847266477928692,0.4035208732825002,0.044828378706657214,
4,8,DB,0.26364194102506316,25,0.25249639635990395,9360,0.2582427042186642,0.2637640315173292,425.3020658507031,0.5156962514466709,0.49744129291850697,0.02539190810144,0.21428570000000002
4,8,VS,0.26364194102506316,25,0.25249639635990395,9360,0.2582427042186642,0.2637640315173292,428.3153870112334,0.8452493346002283,0.3363271630743479,0.0552010783394396,0.116
4,8,SG,0.26364194102506316,25,0.25249639635990395,9360,0.2582427042186642,0.2637640315173292,424.3895416650564,0.8445549793696041,0.350053958226887,0.05300057435276369,17.4156188053038
3,8,AS,0.2809103094997536,26,0.27212669486864327,17520,0.26992230186214716,0.28555589565097084,383.7483194713735,0.8536936780193212,0.389874893076102,0.05397103154724072,
3,8,DB,0.2809103094997536,26,0.27212669486864327,17520,0.26992230186214716,0.28555589565097084,390.9615264958158,0.9826089561962306,0.35102576197947816,0.0574789903102252,0.21428570000000002
3,8,VS,0.2809103094997536,26,0.27212669486864327,17520,0.26992230186214716,0.28555589565097084,392.1455688954212,0.9453238917155888,0.33665182836109764,0.05792473631997896,0.116
3,8,SG,0.2809103094997536,26,0.27212669486864327,17520,0.26992230186214716,0.28555589565097084,386.2435963833629,0.7795221674949362,0.41266304822977506,0.05257039566142613,18.999999999999996
1,8,AS,0.2098920292142039,27,0.20819313571700448,17760,0.20258307978082024,0.21500500436996733,417.13057226421904,0.8580006287063171,0.3842008019995207,0.05522915350893606,
1,8,DB,0.2098920292142039,27,0.20819313571700448,17760,0.20258307978082024,0.21500500436996733,421.2963276884984,0.8720771933699284,0.37771734793302253,0.058039287417595425,0.21428570000000002
1,8,VS,0.2098920292142039,27,0.20819313571700448,17760,0.20258307978082024,0.21500500436996733,418.262680575522,0.8788389712741512,0.3551744173565241,0.05654952271248063,0.116
1,8,SG,0.2098920292142039,27,0.20819313571700448,17760,0.20258307978082024,0.21500500436996733,423.45521183124265,1.13967348694929,0.28478010197683334,0.07406790556493209,18.296863606420523
2,9,AS,0.2374280937591069,28,0.23545852977937248,480,0.2349533570264321,0.2257368530342011,459.7597343122108,0.6981425499147628,0.4329700465287778,0.04941242504341485,
2,9,DB,0.2374280937591069,28,0.23545852977937248,480,0.2349533570264321,0.2257368530342011,460.2305473408107,0.7177497229410248,0.424180304372749,0.05367140253951631,0.21428570000000002
2,9,VS,0.2374280937591069,28,0.23545852977937248,480,0.2349533570264321,0.2257368530342011,465.9761374351212,1.089476388359274,0.24714574282494076,0.09475802960108193,0.1192149959126917
2,9,SG,0.2374280937591069,28,0.23545852977937248,480,0.2349533570264321,0.2257368530342011,463.7441436599622,1.0395248420245822,0.29902619962402327,0.08714522647052284,18.999999999999996
1,9,AS,0.13662353018078888,29,0.14316497426773184,4440,0.13246811186963453,0.1440415112464401,411.5889312971101,1.0421097435191957,0.29096633622326185,0.059583199959728085,
1,9,DB,0.13662353018078888,29,0.14316497426773184,4440,0.13246811186963453,0.1440415112464401,406.4463130820539,0.8149897718152268,0.3741464565753202,0.04996241224025888,0.21428570000000002
1,9,VS,0.13662353018078888,29,0.14316497426773184,4440,0.13246811186963453,0.1440415112464401,406.88812630199584,1.835937410952542,0.006737946999085468,0.10821104626145965,0.14241947540875513
1,9,SG,0.13662353018078888,29,0.14316497426773184,4440,0.13246811186963453,0.1440415112464401,405.55773070465256,1.3993346383186438,0.15311071607085333,0.08407809609495877,18.81374249708913
3,9,AS,0.1903856741570074,30,0.18507039816338358,14280,0.19269918303201378,0.18965483919966653,435.2595140136667,1.033971884385111,0.3737840389516892,0.06532903197997247,
3,9,DB,0.1903856741570074,30,0.18507039816338358,14280,0.19269918303201378,0.18965483919966653,437.7219481392757,1.0530576191401755,0.3661866753171548,0.06799755857614119,0.21428570000000002
3,9,VS,0.1903856741570074,30,0.18507039816338358,14280,0.19269918303201378,0.18965483919966653,433.6243100523704,1.0898196285297186,0.32747205784947964,0.06749977069219024,0.116
3,9,SG,0.1903856741570074,30,0.18507039816338358,14280,0.19269918303201378,0.18965483919966653,434.8669616992403,1.0320143085311495,0.36948795541343227,0.0649294582282248,17.17961796371671
4,9,AS,0.15705740761850295,31,0.15662323961878855,15000,0.2045305373401507,0.1689442036193016,446.3837874883434,0.9951875743509282,0.30736897621755915,0.06367766197170412,
4,9,DB,0.15705740761850295,31,0.15662323961878855,15000,0.2045305373401507,0.1689442036193016,453.0017289069688,1.2583575748844524,0.21214938586177276,0.08342812170325115,0.21428570000000002
4,9,VS,0.15705740761850295,31,0.15662323961878855,15000,0.2045305373401507,0.1689442036193016,427.2693519735228,1.8848309445508107,0.006737946999085468,0.11766660004971125,0.116
4,9,SG,0.15705740761850295,31,0.15662323961878855,15000,0.2045305373401507,0.1689442036193016,452.768524882687,1.5756289937737875,0.10965603728523272,0.09809151236452371,18.999999999999996
2,10,AS,0.33273452872637377,32,0.3360814359098524,360,0.31912588424231103,0.322222492370926,446.07223828135056,1.261079645911346,0.2571106900760731,0.07691457360471962,
2,10,DB,0.33273452872637377,32,0.3360814359098524,360,0.31912588424231103,0.322222492370926,432.44112006426354,1.6807944245901472,0.09393957695563898,0.11160251802205992,0.21428570000000002
2,10,VS,0.33273452872637377,32,0.3360814359098524,360,0.31912588424231103,0.322222492370926,428.6932383345641,1.9501545929000135,0.006737946999085468,0.12684567807680772,0.116
2,10,SG,0.33273452872637377,32,0.3360814359098524,360,0.31912588424231103,0.322222492370926,426.717216679687,1.972915563626795,0.006737946999085468,0.11933230219038897,6.588540637480456
4,10,AS,0.19758081266660485,33,0.1868672554897564,4080,0.19387753520451978,0.16082692567908796,446.6995167110677,1.0871166265145467,0.3504207901994985,0.06882332685350338,
4,10,DB,0.19758081266660485,33,0.1868672554897564,4080,0.19387753520451978,0.16082692567908796,449.8494484312346,1.1192830197813943,0.3396988250715928,0.07217078688503567,0.21428570000000002
4,10,VS,0.19758081266660485,33,0.1868672554897564,4080,0.19387753520451978,0.16082692567908796,447.2760676807069,1.1336998964002005,0.3242672308417665,0.07497416318156326,0.11613404369590596
4,10,SG,0.19758081266660485,33,0.1868672554897564,4080,0.19387753520451978,0.16082692567908796,451.47239829586977,1.1383529279328253,0.33330597913417814,0.07055238577045259,18.999999999999996
1,10,AS,0.2184016998617981,34,0.23586867254021873,9120,0.2668442812057566,0.23396950510683445,360.1360494328139,1.2675987667513051,0.16538008534853424,0.07196929112309541,
1,10,DB,0.2184016998617981,34,0.23586867254021873,9120,0.2668442812057566,0.23396950510683445,352.65982933440915,1.2086874916886623,0.19021121223399123,0.06884694142360945,0.21428570000000002
1,10,VS,0.2184016998617981,34,0.23586867254021873,9120,0.2668442812057566,0.23396950510683445,361.8083144978186,1.595434199092728,0.06652568025924888,0.08811004558522159,0.116
1,10,SG,0.2184016998617981,34,0.23586867254021873,9120,0.2668442812057566,0.23396950510683445,354.71338072117595,0.9670625792587736,0.25290088897783797,0.05592840540978763,18.999999999999996
3,10,AS,0.15947047355639996,35,0.16249200330287505,10080,0.16728299941197197,0.16835639418718013,411.4568421653128,0.9650535579804312,0.3242648321936396,0.05284039310431179,
3,10,DB,0.15947047355639996,35,0.16249200330287505,10080,0.16728299941197197,0.16835639418718013,410.4367451325015,1.1109581359495795,0.27218372467447305,0.06028010249854257,0.21428570000000002
3,10,VS,0.15947047355639996,35,0.16249200330287505,10080,0.16728299941197197,0.16835639418718013,393.7988616400849,1.8799260603477026,0.006737946999085468,0.09750677675555247,0.1173362991013174
3,10,SG,0.15947047355639996,35,0.16249200330287505,10080,0.16728299941197197,0.16835639418718013,419.81875468481456,1.723908955509603,0.06330038617099354,0.08886859643510031,18.999999999999996
1,11,AS,0.24421031561189138,36,0.21660369251890293,2640,0.23210345378021513,0.2285775155418355,406.7693078423295,0.8971409578687728,0.37323314120597706,0.05640762700072108,
1,11,DB,0.24421031561189138,36,0.21660369251890293,2640,0.23210345378021513,0.2285775155418355,413.059745274884,1.0718286717200392,0.24205189417861184,0.07294111040641936,0.21428570000000002
1,11,VS,0.24421031561189138,36,0.21660369251890293,2640,0.23210345378021513,0.2285775155418355,404.3029408486385,1.4802578318381467,0.0935177662753445,0.1009316422976731,0.116
1,11,SG,0.24421031561189138,36,0.21660369251890293,2640,0.23210345378021513,0.2285775155418355,397.8976018317444,0.9308096119277167,0.28370544672857345,0.06250462569606148,18.999999999999996
2,11,AS,0.2698090947813147,37,0.2692165119618549,4200,0.2716831931058701,0.2735426978679655,390.20095087058695,0.9043115006099148,0.40531496366838915,0.051715970258015415,
2,11,DB,0.2698090947813147,37,0.2692165119618549,4200,0.2716831931058701,0.2735426978679655,392.52466879489305,0.9012823738587133,0.4025519721505855,0.053006427714565395,0.21428570000000002
2,11,VS,0.2698090947813147,37,0.2692165119618549,4200,0.2716831931058701,0.2735426978679655,391.1997439506324,0.9126162654456406,0.393688233299871,0.05237998136976098,0.116
2,11,SG,0.2698090947813147,37,0.2692165119618549,4200,0.2716831931058701,0.2735426978679655,392.2063756495916,0.8846096839775712,0.40738362405599293,0.05172543816511356,18.999999999999996
4,11,AS,0.21341011217365582,38,0.18569758495847957,4680,0.2009271985598588,0.20562490381311993,379.2338268342163,0.7162419210456189,0.4436136841808599,0.039962215854243574,
4,11,DB,0.21341011217365582,38,0.18569758495847957,4680,0.2009271985598588,0.20562490381311993,381.66350765494354,0.7316341006587368,0.43680506492035864,0.041470379690557266,0.21428570000000002
4,11,VS,0.21341011217365582,38,0.18569758495847957,4680,0.2009271985598588,0.20562490381311993,379.1551457541219,0.737845253280111,0.43428457186961356,0.041667500034366214,0.116
4,11,SG,0.21341011217365582,38,0.18569758495847957,4680,0.2009271985598588,0.20562490381311993,385.37555151777775,0.8486182541206433,0.39425010722271736,0.04887082462115844,18.999999999999996
3,11,AS,0.2825263935451039,39,0.2894372976932711,18000,0.29410724484531175,0.2939607602069564,426.6815365064606,0.6777952072261966,0.4262867552456071,0.052193564450333685,
