agent,group,model,r2_SG,r2_AS,id,r2_VS,Unnamed: 0,r2_DB,fit,lambda,beta,tau,par
1,1,SG,0.2956322318886105,0.2961770754550604,7,0.2957276184378905,27120,0.2953004217463331,374.1261810148367,0.6784794272897084,0.47272259098743696,0.03745247998463305,10.752924430561183
4,2,AS,0.30397868407743583,0.28618825747245213,8,0.29045089435428517,4320,0.2936121726455878,406.1457826439096,1.1070645201437412,0.31001824517286425,0.07427157662410795,
4,2,DB,0.30397868407743583,0.28618825747245213,8,0.29045089435428517,4320,0.2936121726455878,409.31133034411096,0.8116148166347142,0.4166190038970718,0.05491804814936424,0.21428570000000002
4,2,VS,0.30397868407743583,0.28618825747245213,8,0.29045089435428517,4320,0.2936121726455878,429.13698556124353,1.7024882058629158,0.10912808417415336,0.10729684121778907,0.160532419397992
4,2,SG,0.30397868407743583,0.28618825747245213,8,0.29045089435428517,4320,0.2936121726455878,412.979543061241,1.2239490847917898,0.2527661114374438,0.07638601900849612,3.7689708622454794
1,2,AS,0.3286198918744119,0.3246441802695176,9,0.3222863233043548,20160,0.31800909466254873,383.4086598887495,0.8573182032108587,0.3661930393877277,0.053875128547661424,
1,2,DB,0.3286198918744119,0.3246441802695176,9,0.3222863233043548,20160,0.31800909466254873,379.4210631625023,0.7401693893952019,0.4074755700514098,0.04518111350830485,0.21428570000000002
1,2,VS,0.3286198918744119,0.3246441802695176,9,0.3222863233043548,20160,0.31800909466254873,381.1190759591424,0.9264654930354621,0.31705562894845796,0.059242981474636136,0.12761969793048528
1,2,SG,0.3286198918744119,0.3246441802695176,9,0.3222863233043548,20160,0.31800909466254873,373.8529140007464,0.8313298958046276,0.34635508571604334,0.05094448856833744,5.590885080403065
2,2,AS,0.29727670290445585,0.28658055728658277,10,0.2705740318639922,23040,0.28026456567174296,362.7528861798447,0.943612886948684,0.4267018168547192,0.04321679226123734,
2,2,DB,0.29727670290445585,0.28658055728658277,10,0.2705740318639922,23040,0.28026456567174296,366.3167800320349,0.951103361453438,0.4237897905603791,0.04429842168358204,0.21428570000000002
2,2,VS,0.29727670290445585,0.28658055728658277,10,0.2705740318639922,23040,0.28026456567174296,364.0193584516811,0.9622260605900499,0.4185275862075514,0.044629936104790525,0.116
2,2,SG,0.29727670290445585,0.28658055728658277,10,0.2705740318639922,23040,0.28026456567174296,360.61741800564624,0.9312621869470895,0.43046766042848716,0.041942022113410846,15.005830139924992
3,2,AS,0.2311346140530275,0.24385737945150998,11,0.20105346724465328,29280,0.2379639154890879,383.197944461909,0.8633621340043384,0.4072525988279327,0.04706975279875308,
3,2,DB,0.2311346140530275,0.24385737945150998,11,0.20105346724465328,29280,0.2379639154890879,386.59044382363095,0.877778737749041,0.4006755008585249,0.048898978054802894,0.21428570000000002
3,2,VS,0.2311346140530275,0.24385737945150998,11,0.20105346724465328,29280,0.2379639154890879,391.7955061103345,0.8624603012779365,0.4054647394249651,0.050500821371060496,0.116
3,2,SG,0.2311346140530275,0.24385737945150998,11,0.20105346724465328,29280,0.2379639154890879,377.45273937071465,0.8471806401369187,0.4011106308428803,0.045045891326175945,7.367973403782262
2,4,AS,0.28294418978104363,0.28996089760955945,12,0.27922364249703646,10560,0.2870534581060252,449.2061868174588,1.4241184716169175,0.19790726383064072,0.08509818573482382,
2,4,DB,0.28294418978104363,0.28996089760955945,12,0.27922364249703646,10560,0.2870534581060252,446.3495175428797,1.5862527165242384,0.1543953164784384,0.09517297622425411,0.21428570000000002
2,4,VS,0.28294418978104363,0.28996089760955945,12,0.27922364249703646,10560,0.2870534581060252,407.2350533946534,2.047777133163911,0.006737946999085468,0.12517538209465895,0.116
2,4,SG,0.28294418978104363,0.28996089760955945,12,0.27922364249703646,10560,0.2870534581060252,431.687410496337,1.4031067428836443,0.1912562466051699,0.08643829212990707,18.999999999999996
1,4,AS,0.19630520916505467,0.1636895967363769,13,0.24182942772788857,12960,0.16900800575015307,381.382267195784,0.8595967272649689,0.4325223094486757,0.045447049585390135,
1,4,DB,0.19630520916505467,0.1636895967363769,13,0.24182942772788857,12960,0.16900800575015307,382.9439359346736,0.8592563979656207,0.42766277197274094,0.046373074760372474,0.21428570000000002
1,4,VS,0.19630520916505467,0.1636895967363769,13,0.24182942772788857,12960,0.16900800575015307,387.1495533698653,0.9161627214291994,0.3849764600217867,0.05224331119890289,0.116
1,4,SG,0.19630520916505467,0.1636895967363769,13,0.24182942772788857,12960,0.16900800575015307,385.1511412350876,0.9949830654453737,0.3596261981250528,0.05506845340374538,8.030380942689773
3,4,AS,0.4899693153064262,0.4867360459350566,14,0.4893366610032137,18480,0.49070987469424776,275.6887188496287,2.173407959969972,0.024331046778529028,0.06237637280395739,
3,4,DB,0.4899693153064262,0.4867360459350566,14,0.4893366610032137,18480,0.49070987469424776,273.5542620055959,2.2486861457939264,0.021734332983341625,0.06155277169258229,0.21428570000000002
3,4,VS,0.4899693153064262,0.4867360459350566,14,0.4893366610032137,18480,0.49070987469424776,274.2918542720889,2.2000730717422585,0.01907058455996858,0.06414077390681298,0.116
3,4,SG,0.4899693153064262,0.4867360459350566,14,0.4893366610032137,18480,0.49070987469424776,273.95203758917944,2.1711697204209823,0.023232083908786956,0.06143620047053805,12.172185113848615
4,4,AS,0.26539099119191784,0.27041745859822663,15,0.24509520160470838,22080,0.2688657289248168,391.8796060801516,0.8939785005349878,0.38995259374798,0.05410500423734317,
4,4,DB,0.26539099119191784,0.27041745859822663,15,0.24509520160470838,22080,0.2688657289248168,392.7130843758224,0.8876127510378513,0.3892068038715921,0.05470114368313068,0.21428570000000002
4,4,VS,0.26539099119191784,0.27041745859822663,15,0.24509520160470838,22080,0.2688657289248168,405.4809130366125,0.9509944670666844,0.34264355998413726,0.06520565223711666,0.116
4,4,SG,0.26539099119191784,0.27041745859822663,15,0.24509520160470838,22080,0.2688657289248168,394.5794651850232,1.406244934229539,0.23730542656817338,0.07607397719854503,4.218881451476064
4,6,AS,0.2285961396913554,0.22290127386472697,16,0.2335852146218385,480,0.22955441761975962,382.0185344450019,0.7238952596641132,0.47261173917783117,0.04517558323741932,
4,6,DB,0.2285961396913554,0.22290127386472697,16,0.2335852146218385,480,0.22955441761975962,382.5767412034861,0.7217132607219219,0.4698084566940744,0.04546604909543697,0.21428570000000002
4,6,VS,0.2285961396913554,0.22290127386472697,16,0.2335852146218385,480,0.22955441761975962,395.0957239122007,1.2609206952410397,0.24146362201647942,0.08035706937057728,0.14172186887184096
4,6,SG,0.2285961396913554,0.22290127386472697,16,0.2335852146218385,480,0.22955441761975962,380.5098459487272,0.7237362165062258,0.42938147818177863,0.045483865135002535,9.013491808625686
1,6,AS,0.24557236521651998,0.2735990456674675,17,0.22531239972988004,5040,0.26967928103085886,413.606247246527,0.9420409292132499,0.38447846736077745,0.05025990339256452,
1,6,DB,0.24557236521651998,0.2735990456674675,17,0.22531239972988004,5040,0.26967928103085886,410.0034593283818,0.7533089233616718,0.44342542866183027,0.042061569798017666,0.21428570000000002
1,6,VS,0.24557236521651998,0.2735990456674675,17,0.22531239972988004,5040,0.26967928103085886,407.8750645088156,2.2028983915171536,0.006737946999085468,0.13016784781788854,0.116
1,6,SG,0.24557236521651998,0.2735990456674675,17,0.22531239972988004,5040,0.26967928103085886,410.5671990875016,2.1165997992859817,0.06676439405371494,0.1175004415338793,6.9342595632819135
3,6,AS,0.17864939577796335,0.19183317154503016,18,0.19360609105330617,5520,0.21023772521156994,434.0894695389557,0.7402007342445244,0.443785651404914,0.04576834445347122,
3,6,DB,0.17864939577796335,0.19183317154503016,18,0.19360609105330617,5520,0.21023772521156994,424.2038584783247,0.7559942132233168,0.44964888549758614,0.04445313185763892,0.21428570000000002
3,6,VS,0.17864939577796335,0.19183317154503016,18,0.19360609105330617,5520,0.21023772521156994,433.1371838699756,1.0182808768761984,0.3170840291910547,0.07049764561557806,0.11899674666752975
3,6,SG,0.17864939577796335,0.19183317154503016,18,0.19360609105330617,5520,0.21023772521156994,441.170851783,1.2345494858012505,0.27180845850782026,0.08549472570287403,10.053466188696014
2,6,AS,0.2915851293907622,0.2887763259464957,19,0.2644298456044694,11280,0.2877370835384607,390.17068485924585,0.6294069934846084,0.4778414543522357,0.03528685346136384,
2,6,DB,0.2915851293907622,0.2887763259464957,19,0.2644298456044694,11280,0.2877370835384607,392.2761023199896,0.64373852270698,0.47051822843239755,0.03696170891696524,0.21428570000000002
2,6,VS,0.2915851293907622,0.2887763259464957,19,0.2644298456044694,11280,0.2877370835384607,416.1068205466445,2.0263588208930563,0.006737946999085468,0.1235356224887915,0.116
2,6,SG,0.2915851293907622,0.2887763259464957,19,0.2644298456044694,11280,0.2877370835384607,405.2246148419307,1.5350212070565417,0.17643969571752666,0.089542015260085,13.65212768474277
3,8,AS,0.18192074526078358,-0.36854824248761586,20,0.20886840822331781,7440,0.04412699044219741,398.453707129614,1.027212099675123,0.3742784536320816,0.054084604570458925,
3,8,DB,0.18192074526078358,-0.36854824248761586,20,0.20886840822331781,7440,0.04412699044219741,397.035725702478,1.026299468958461,0.376114389626392,0.05349581250253823,0.21428570000000002
3,8,VS,0.18192074526078358,-0.36854824248761586,20,0.20886840822331781,7440,0.04412699044219741,401.0250163860847,1.1249660409713897,0.33332894312747285,0.06179071104054189,0.116
3,8,SG,0.18192074526078358,-0.36854824248761586,20,0.20886840822331781,7440,0.04412699044219741,398.57336614156696,1.0060398581472745,0.37357085353031877,0.05359178555238142,17.563341326255824
2,8,AS,0.31625038418666873,0.30137412349033493,21,0.30295276209647143,8880,0.2855634287943393,375.25189782912025,1.891719494654593,0.06018536629282825,0.0916821006753718,
2,8,DB,0.31625038418666873,0.30137412349033493,21,0.30295276209647143,8880,0.2855634287943393,383.744273205066,1.7138913779041198,0.1108962176920881,0.08449193982282933,0.21428570000000002
2,8,VS,0.31625038418666873,0.30137412349033493,21,0.30295276209647143,8880,0.2855634287943393,374.4039659776712,2.0946114131678057,0.006737946999085468,0.10598572154570243,0.116
2,8,SG,0.31625038418666873,0.30137412349033493,21,0.30295276209647143,8880,0.2855634287943393,367.2614336241736,2.3207420425799823,0.007365903388610422,0.09975673869064901,2.4462031294515616
1,8,AS,0.25795533910701157,0.25817811448161065,22,0.25339097498019425,13680,0.26081804388140406,735.0863209216961,0.9603148628433738,0.2553249387681886,0.0669711782121717,
1,8,DB,0.25795533910701157,0.25817811448161065,22,0.25339097498019425,13680,0.26081804388140406,513.4266751071822,1.087754995501749,0.20845690558049207,0.07541061427439155,0.24450159576273706
1,8,VS,0.25795533910701157,0.25817811448161065,22,0.25339097498019425,13680,0.26081804388140406,424.9393577145374,1.5176777450654053,0.051818719927831346,0.11358833412998404,0.1191161455703123
1,8,SG,0.25795533910701157,0.25817811448161065,22,0.25339097498019425,13680,0.26081804388140406,439.4137166078421,1.0829551251711351,0.20559417870981747,0.0799267925895102,17.96218499783601
4,8,AS,0.2594240353896822,0.2593349007976102,23,0.25586902244583365,20880,0.26739448943276417,397.8323641833288,0.8594817759968176,0.42062182541822646,0.05247652461929375,
4,8,DB,0.2594240353896822,0.2593349007976102,23,0.25586902244583365,20880,0.26739448943276417,393.5033290978074,0.8453757019148214,0.4590716761834679,0.04948542067598294,0.21428570000000002
4,8,VS,0.2594240353896822,0.2593349007976102,23,0.25586902244583365,20880,0.26739448943276417,399.6939863660724,0.8896034023184487,0.4048467950390091,0.05613069904772661,0.116
4,8,SG,0.2594240353896822,0.2593349007976102,23,0.25586902244583365,20880,0.26739448943276417,397.78448744992704,0.8520715706139185,0.4082064952994542,0.05218623013098515,14.75943688219268
3,16,AS,0.3099341042892034,0.3293115076663329,24,0.31890400416515585,5760,0.32553678424309396,415.7735930053604,0.5333202757931012,0.4919631702272599,0.030576173295861354,
3,16,DB,0.3099341042892034,0.3293115076663329,24,0.31890400416515585,5760,0.32553678424309396,414.8886872407994,0.5046534762369362,0.496096644560711,0.028525253224693337,0.21428570000000002
3,16,VS,0.3099341042892034,0.3293115076663329,24,0.31890400416515585,5760,0.32553678424309396,422.57287485746986,2.0992655158396345,0.006737946999085468,0.14462298983105165,0.116
3,16,SG,0.3099341042892034,0.3293115076663329,24,0.31890400416515585,5760,0.32553678424309396,409.1086194715094,1.5193990623664055,0.17815464172439904,0.09964317619923276,16.831767785163734
1,16,AS,0.26725975675553526,0.2747532257303035,25,0.24791560788685701,18240,0.26411794220433815,360.24593142432525,1.2347987718559947,0.19373639299112688,0.0653478385572325,
1,16,DB,0.26725975675553526,0.2747532257303035,25,0.24791560788685701,18240,0.26411794220433815,362.2734431097314,1.2820055807325095,0.1762923440780395,0.06911213085643335,0.21428570000000002
1,16,VS,0.26725975675553526,0.2747532257303035,25,0.24791560788685701,18240,0.26411794220433815,365.8360985964768,1.1692892448892374,0.20058101670001513,0.06474225786996621,0.116
1,16,SG,0.26725975675553526,0.2747532257303035,25,0.24791560788685701,18240,0.26411794220433815,370.6540878307215,1.1132301251527343,0.21280448291557794,0.06117619070155959,17.632619440278244
2,16,AS,0.23834131281037696,0.2259327866871574,26,0.21327421181772574,19200,0.2275802615406392,389.5507418059201,1.0056759367730144,0.30875741342025265,0.06270601641869453,
2,16,DB,0.23834131281037696,0.2259327866871574,26,0.21327421181772574,19200,0.2275802615406392,395.2632561304795,1.1416852693691755,0.25986298462199614,0.07187386012685754,0.21428570000000002
2,16,VS,0.23834131281037696,0.2259327866871574,26,0.21327421181772574,19200,0.2275802615406392,403.9659923249533,1.741059475625266,0.04354865912670564,0.11146859456207162,0.116
2,16,SG,0.23834131281037696,0.2259327866871574,26,0.21327421181772574,19200,0.2275802615406392,393.5756978641668,1.07012092681984,0.27885974582652545,0.06670897357073259,16.59748557724256
4,16,AS,0.3074348978917169,0.3107727682932866,27,0.27304189198969053,19680,0.3098574735007613,370.2036174577295,1.0200563814186387,0.37132575049531935,0.05907974344012118,
4,16,DB,0.3074348978917169,0.3107727682932866,27,0.27304189198969053,19680,0.3098574735007613,370.69524841432127,0.8815429900709605,0.4225678891589844,0.05153316066090337,0.21428570000000002
4,16,VS,0.3074348978917169,0.3107727682932866,27,0.27304189198969053,19680,0.3098574735007613,390.46994800136247,2.0496016466809417,0.006737946999085468,0.13519375050098884,0.116
4,16,SG,0.3074348978917169,0.3107727682932866,27,0.27304189198969053,19680,0.3098574735007613,371.9964829169282,0.9956256244609168,0.36791548000128166,0.057968971085972223,8.261744229712654
2,19,AS,0.41202970582812815,0.4144464646611322,28,0.3957672644595351,6720,0.40945362328056684,370.2860504373114,1.3200205738948105,0.1807066429262773,0.07429628640916033,
2,19,DB,0.41202970582812815,0.4144464646611322,28,0.3957672644595351,6720,0.40945362328056684,364.1949524643719,1.511739685454807,0.12933523022903154,0.0844555136521055,0.21428570000000002
2,19,VS,0.41202970582812815,0.4144464646611322,28,0.3957672644595351,6720,0.40945362328056684,369.9739403836557,1.9945001059575365,0.006880171604847084,0.12827502843848762,0.11609677864822199
2,19,SG,0.41202970582812815,0.4144464646611322,28,0.3957672644595351,6720,0.40945362328056684,364.2661398352715,1.3079832657623243,0.16912847942444875,0.07620619125695201,16.13880850733383
3,19,AS,0.3218268776322224,0.310619298549504,29,0.311200369987288,10800,0.3219594108443895,391.2495739307727,0.5695271139808966,0.5350830050130576,0.03391540571103499,
3,19,DB,0.3218268776322224,0.310619298549504,29,0.311200369987288,10800,0.3219594108443895,395.31742076670594,0.5596268021231007,0.5358176836183671,0.033331194204943355,0.21428570000000002
3,19,VS,0.3218268776322224,0.310619298549504,29,0.311200369987288,10800,0.3219594108443895,412.6831759931974,1.1516469000022302,0.2995960168857572,0.08839441079936289,0.116
3,19,SG,0.3218268776322224,0.310619298549504,29,0.311200369987288,10800,0.3219594108443895,386.8066298521777,0.6437641457541365,0.4709599662590015,0.04184773641778238,6.250283695804512
4,19,AS,0.27248283476881763,0.2643159781775265,30,0.2238711618128344,21120,0.2566761295383714,350.2920982218156,1.059814818462624,0.18934959234809756,0.06858484588951907,
4,19,DB,0.27248283476881763,0.2643159781775265,30,0.2238711618128344,21120,0.2566761295383714,352.6706895627035,1.0597684427498604,0.1887991203072249,0.07019571069871855,0.21428570000000002
4,19,VS,0.27248283476881763,0.2643159781775265,30,0.2238711618128344,21120,0.2566761295383714,354.9854650667841,1.4893469590920754,0.02779574584545623,0.10500446511410477,0.116
4,19,SG,0.27248283476881763,0.2643159781775265,30,0.2238711618128344,21120,0.2566761295383714,352.3729328178348,0.9470039372045553,0.2053158780926921,0.06386396894935949,6.718489986097712
1,19,AS,0.3439690765794779,0.3478430740247288,31,0.33910519009978013,31440,0.34341472743940965,314.5175161765156,1.3209986771139464,0.10672990669078683,0.06699892106368938,
1,19,DB,0.3439690765794779,0.3478430740247288,31,0.33910519009978013,31440,0.34341472743940965,317.19931378323656,1.3209759600028277,0.11229381790843052,0.06691081983629547,0.21428570000000002
1,19,VS,0.3439690765794779,0.3478430740247288,31,0.33910519009978013,31440,0.34341472743940965,324.550647729842,1.4885121252546643,0.006737946999085468,0.08953545066027851,0.116
1,19,SG,0.3439690765794779,0.3478430740247288,31,0.33910519009978013,31440,0.34341472743940965,315.81562632269413,1.3210466311481777,0.093740592113501,0.06745018448285331,18.994163392916494
3,23,AS,0.38043493555720254,0.38375319207451714,32,0.35622953611352104,22560,0.3894910331724778,295.96054623726343,1.1949587591192512,0.09716967417726421,0.06497550790817051,
3,23,DB,0.38043493555720254,0.38375319207451714,32,0.35622953611352104,22560,0.3894910331724778,289.8271015065489,1.2163595875978799,0.09448014662014756,0.0632170483618164,0.21497857251344307
3,23,VS,0.38043493555720254,0.38375319207451714,32,0.35622953611352104,22560,0.3894910331724778,295.74574610636046,1.4181788171107446,0.006737946999085468,0.08884052828527567,0.116
3,23,SG,0.38043493555720254,0.38375319207451714,32,0.35622953611352104,22560,0.3894910331724778,298.30600738349835,1.117076728369249,0.10937666021175416,0.06237263152990451,14.592529383195313
2,23,AS,0.25466163210704573,0.2571757157712903,33,0.1727833037762616,26640,0.2578884441870044,394.6507572767094,1.0829506565279285,0.3209966029686664,0.06316043209234008,
2,23,DB,0.25466163210704573,0.2571757157712903,33,0.1727833037762616,26640,0.2578884441870044,394.23873985637977,0.9222807617277524,0.35978013799738906,0.057071267342807305,0.21428570000000002
2,23,VS,0.25466163210704573,0.2571757157712903,33,0.1727833037762616,26640,0.2578884441870044,439.8084294167361,2.5607670929156052,0.006737946999085468,0.1918590960747725,0.116
2,23,SG,0.25466163210704573,0.2571757157712903,33,0.1727833037762616,26640,0.2578884441870044,396.1058822698873,0.923049761004668,0.344330194442762,0.05693295336476322,8.285846923092341
4,23,AS,0.4392906036639449,0.4437891221071626,34,0.44407701279381584,28800,0.4552782087570669,305.2533103776147,1.1362007465354869,0.1953294842232632,0.05769502118541731,
4,23,DB,0.4392906036639449,0.4437891221071626,34,0.44407701279381584,28800,0.4552782087570669,303.18578147091443,1.181268139133611,0.18697949402647943,0.05833409803941013,0.21630724688483488
4,23,VS,0.4392906036639449,0.4437891221071626,34,0.44407701279381584,28800,0.4552782087570669,369.8350927667421,1.6889820358970717,0.006737946999085468,0.1256848545985127,0.116
4,23,SG,0.4392906036639449,0.4437891221071626,34,0.44407701279381584,28800,0.4552782087570669,312.8670783678351,1.1264324434314328,0.1934139762180143,0.05528155411757567,10.404622925036417
1,23,AS,0.41226342025322826,0.4264825401819734,35,0.30596750480962404,29520,0.4304333971480156,331.0037489027585,1.529079354640057,0.01053600266799629,0.08673231394306063,
1,23,DB,0.41226342025322826,0.4264825401819734,35,0.30596750480962404,29520,0.4304333971480156,327.9217906847081,1.5817316735740978,0.008651749463187662,0.08643267277100714,0.21428570000000002
1,23,VS,0.41226342025322826,0.4264825401819734,35,0.30596750480962404,29520,0.4304333971480156,345.78749007501483,1.5264175130414228,0.006737946999085468,0.11194045452933586,0.116
1,23,SG,0.41226342025322826,0.4264825401819734,35,0.30596750480962404,29520,0.4304333971480156,332.786079184922,1.3123109414646104,0.03142487561683897,0.0795311522664124,5.455841344404104
4,25,AS,0.3991882684443979,0.37621584657079704,36,0.38387673839272746,11520,0.36797943594971627,378.746303849929,1.1009903837772614,0.34456872779384273,0.05497498440647165,
4,25,DB,0.3991882684443979,0.37621584657079704,36,0.38387673839272746,11520,0.36797943594971627,380.6200745838387,0.8645951955021947,0.41552227798420627,0.045402917038281795,0.21428570000000002
4,25,VS,0.3991882684443979,0.37621584657079704,36,0.38387673839272746,11520,0.36797943594971627,391.3335250190127,2.372546366707135,0.006737946999085468,0.12102881220008373,0.116
4,25,SG,0.3991882684443979,0.37621584657079704,36,0.38387673839272746,11520,0.36797943594971627,390.9467157991119,2.153748695732435,0.0648449789145718,0.09687285808731952,5.794285599184177
3,25,AS,0.22546538089185428,0.23342655247952843,37,0.2222089597074673,18720,0.22649608908960728,376.7361122124349,1.0072957100978739,0.39300829277990895,0.05554259692586206,
3,25,DB,0.22546538089185428,0.23342655247952843,37,0.2222089597074673,18720,0.22649608908960728,372.1013689576328,0.8008638915439135,0.45424685407786825,0.04666169480375882,0.21428570000000002
3,25,VS,0.22546538089185428,0.23342655247952843,37,0.2222089597074673,18720,0.22649608908960728,406.5333134738507,1.361206302008949,0.2659010217475863,0.0841465354980121,0.116
3,25,SG,0.22546538089185428,0.23342655247952843,37,0.2222089597074673,18720,0.22649608908960728,376.34985673421903,0.9748596979006642,0.38449711132975467,0.05421465569019603,14.659158981066888
1,25,AS,0.2925212512064938,0.2918379893494464,38,0.23607991835404518,21600,0.3004931159776928,332.4628427453895,0.8660828637023513,0.24737669367582837,0.052712455750817434,
1,25,DB,0.2925212512064938,0.2918379893494464,38,0.23607991835404518,21600,0.3004931159776928,336.8609519855486,0.8803543519077006,0.24841349605618834,0.05363884689506893,0.21428570000000002
1,25,VS,0.2925212512064938,0.2918379893494464,38,0.23607991835404518,21600,0.3004931159776928,328.4132611833825,0.9045763658021839,0.24729953657611187,0.055433524465929106,0.11660042803878294
1,25,SG,0.2925212512064938,0.2918379893494464,38,0.23607991835404518,21600,0.3004931159776928,320.2937645111354,0.7504599409987253,0.26145588299706385,0.04734490885815796,3.9399248689580215
