Unnamed: 0,agent,group,fit_AS,fit_DB,fit_VS,fit_SG,r2_AS,r2_DB,r2_VS,r2_SG,id,model,lambda,beta,tau,par
0,1,0,286.2594771050654,296.93512784825907,391.53689743155104,297.6508440625797,0.38409491345909136,0.3598724084411177,0.14404493887154937,0.3622974529054638,0,AS,0.7592297301414075,0.4478976920690042,0.018983755905211997,
3840,2,0,307.3435139912172,357.3612575065035,363.11397657566846,356.92838984216075,0.39344137118412625,0.30050114196713523,0.28894157718965807,0.3014333434407479,1,AS,1.2028722365278817,3.4068947883955762,0.058652075313282585,
7680,3,0,282.21366535651987,289.1281898935339,281.9096725433227,275.8344165671104,0.4745882153739668,0.4617150872345356,0.47515417452514264,0.48646479295493844,2,SG,1.5710246280127655,0.22659751589734145,0.03391035553066371,5.6966395466138176
11520,4,0,338.61225160825893,346.4480173023981,375.96916393920776,336.47347589749074,0.3695880488672285,0.3549997983937154,0.3000387520565074,0.37356991828411124,3,SG,0.8696976132061796,0.4332841804376241,0.032034965800095065,17.73251311981377
120,1,3,1049.301513417624,364.1814039717669,416.5893088653137,419.8652195677836,-0.9535389261858597,0.32198463477417183,0.22441412625948337,0.21831519378473624,4,DB,0.7872751677157607,0.87473162526618,0.025682677526334893,0.21428570000000002
3960,2,3,325.9819909320347,332.82276329103166,328.8358468226388,335.1792721040508,0.3931024587516811,0.38036663885854993,0.38778928756043646,0.3759794044580782,5,AS,0.7970367392719617,0.4565956905817892,0.019704892466336985,
7800,3,3,399.4892496784132,404.1144729943852,412.3353486090376,387.46570535494334,0.25625019133184596,0.2476391737410828,0.23233394420010167,0.27863504598636407,6,SG,1.00328753864837,0.2660379802407907,0.045743219112549784,14.86712346819448
11640,4,3,351.5895647629424,359.3552621847469,370.0732783395558,353.644684989089,0.3454275134245545,0.3309697126794999,0.3110154273743049,0.34160138975234805,7,AS,0.4541533715250672,1.8289460892994354,0.007459077627429066,
240,1,6,334.971800702976,383.43123750645503,400.9443397584345,382.275285169763,0.33904872749470055,0.24824193066260705,0.21135185688558097,0.2485428258736966,8,AS,0.37994190523754956,0.7026755505452318,0.003040923199823013,
4080,2,6,1814.0092643064097,386.7180213238382,392.3112719874367,375.37518511753257,-2.3915007159024726,0.2662024366653021,0.2554242112950781,0.28745877385243734,9,SG,1.1005358575946016,0.2498672300631016,0.04071723314722526,16.875490329859304
7920,3,6,291.05801401382104,293.22908833763256,293.70147846412306,294.5326836772793,0.45812223380635897,0.4540802323902031,0.45320075924674086,0.4516532614886747,10,AS,1.3958374747593147,0.24390046588028466,0.030323576119301657,
11760,4,6,311.1652891535913,319.5823374351271,364.996946785883,307.4997450303305,0.42068747917884264,0.40501702483249324,0.32046629651488767,0.4275118123556038,11,SG,0.8459908512585266,0.4058906233054527,0.02301902412165866,18.999999999999996
360,1,7,1036.9155958623264,352.8030043912222,378.2014542917682,325.2678629906975,-0.9304794225337647,0.343168390076204,0.29588278159185766,0.39443198769435395,12,SG,0.8863311888370942,0.3629330798635755,0.03166552036324169,10.554348212442152
4200,2,7,344.979457681302,346.47208011028044,388.1719067722123,340.25378615988234,0.35773389183449567,0.3549549994190924,0.27732027426372635,0.36653191904727744,13,SG,0.7323048720851852,0.4240885749098697,0.023668189667361388,17.73457252549958
